time	MetEireann	Belturbet	Clones
7956	13.2	11.915	8.8
7959	13.1	12.065	7.4
7962	12.6	12.075	5.8
7965	11.7	11.25	4.8
7968	11.8	11.365	4.4
7971	12	11.34166667	5.8
7974	11.9	10.99833333	9
7977	11.6	11.11166667	11.1
7980	9.3	9.993333333	11.4
7983	7.9	9.248333333	12.5
7986	5.3	8.038333333	12.5
7989	6.6	6.943333333	12.2
7992	4.6	5.971666667	12.6
7995	4.1	5.265	13
7998	4	5.023333333	12
8001	3.9	4.471666667	9.1
8004	4.5	4.818333333	10.8
8007	4.1	4.678333333	10.1
8010	3.9	5.006666667	9.5
8013	3.2	4.103333333	9.8
8016	5.1	3.066666667	9.2
8019	5.8	4.53	8.4
8022	6.2	4.506666667	8
8025	7.6	6.595	7.5
8028	10.3	8.961666667	7.1
8031	11.6	10.78166667	5.4
8034	10.2	9.846666667	5.9
8037	10.2	9.878333333	12.9
8040	10.3	9.996666667	13.2
8043	10.6	10.28	11.3
8046	10.9	10.74166667	5.3
8049	11	10.82	5.5
8052	11.3	10.74166667	7.5
8055	11.6	11.225	5.6
8058	11.8	11.48666667	3.8
8061	12.2	11.86666667	2.1
8064	12.2	11.88166667	0.8
8067	12.3	11.67	0
8070	5.7	6.556666667	-0.1
8073	4.9	6.101666667	2.3
8076	6.4	6.658333333	5.1
8079	6	7.593333333	6.4
8082	4.1	5.265	7
8085	4.3	4.84	8
8088	5.8	5.255	7.8
8091	7.5	6.385	7.8
8094	10.9	9.081666667	8.3
8097	12.8	12.13166667	6.6
8100	13.2	12.39166667	4.3
8103	12.9	11.865	3.7
8106	10.1	10.56666667	2.9
8109	9.1	9.256666667	3.5
8112	7.7	7.731666667	4
8115	8	7.603333333	5
8118	5.5	6.263333333	4.4
8121	4.8	6.066666667	4.6
8124	3.8	4.166666667	4.2
8127	4.2	3.713333333	2.3
8130	5.6	4.001666667	1.7
8133	8.3	6.4	-0.1
8136	10.1	9.041666667	0.6
8139	11.2	9.573333333	3.6
8142	11	10.295	4.7
8145	10.8	9.84	2.9
8148	9.4	9.21	1.3
8151	8.5	8.32	0.3
8154	7.1	6.981666667	0.5
8157	6.4	5.991666667	2
8160	4.6	4.078333333	3.8
8163	5.6	4.846666667	6.4
8166	5.6	6.261666667	8.3
8169	4.8	5.076666667	8.6
8172	2.8	3.488333333	9.3
8175	2.7	3.043333333	9.7
8178	2.7	1.963333333	7
8181	2.6	1.523333333	5.6
8184	3.9	2.883333333	5
8187	4.8	3.891666667	5.6
8190	7.3	6.683333333	5.4
8193	5.5	6.041666667	3
8196	3.8	4.523333333	1.4
8199	4.1	3.568333333	0.1
8202	3.8	3.936666667	1.1
8205	3.2	3.728333333	2.5
8208	0.5	0.803333333	5.3
8211	0.8	0.95	8
8214	2.2	1.691666667	7.9
8217	1.9	2.185	8
8220	1.3	2.163333333	6.4
8223	-0.5	2.135	6
8226	-2	1.06	4.4
8229	-2.6	0.328333333	3
8232	-0.9	-0.21	2.9
8235	2	1.346666667	4.7
8238	3.4	2.013333333	3
8241	6.2	3.695	0.4
8244	9	6.138333333	-0.1
8247	8.9	8.056666667	0.2
8250	7.5	7.235	-0.8
8253	7.8	7.425	-0.2
8256	8	7.388333333	-0.3
8259	10	9.071666667	0.4
8262	9.8	9.185	0.8
8265	9.1	9.046666667	3.3
8268	9	8.573333333	6.6
8271	9.5	8.853333333	8
8274	8.1	8.428333333	9.7
8277	10.4	9.141666667	5.4
8280	10.3	9.458333333	4.2
8283	11.1	10.275	5
8286	10.6	10.165	4.2
8289	11.1	10.36	1.8
8292	12.5	11.37666667	0.9
8295	11.9	11.82666667	0.2
8298	11.8	11.56666667	0.8
8301	12	11.69	0.7
8304	11.1	10.82833333	2.3
8307	11.9	11.59	3.3
8310	13.3	11.61166667	3.3
8313	13.3	12.365	3.3
8316	13.4	12.23333333	3
8319	14.1	13.14166667	3.7
8322	13.4	13.25166667	6.9
8325	13.5	12.41833333	6
8328	11.5	11.05833333	7.4
8331	12.3	11.755	7.1
8334	12.4	12.02666667	7
8337	12.1	11.26	9
8340	11.8	10.85666667	6.3
8343	11.3	10.955	4.4
8346	10.7	10.20166667	2.9
8349	11.2	10.08333333	3
8352	11.6	10.45833333	3.5
8355	12.6	11.34	6
8358	12.9	12.19833333	1.2
8361	13.2	12.03	0.3
8364	13.8	12.54166667	1.2
8367	14.4	13.34333333	2.5
8370	15	13.64666667	2.2
8373	14.1	13.34833333	1.1
8376	13.2	12.62333333	2
8379	14.1	13.12166667	2.6
8382	12.3	12.09333333	2.7
8385	11.4	10.75833333	3.7
8388	10.1	9.881666667	3.5
8391	9.4	8.553333333	2.6
8394	8.2	8.185	2.5
8397	8	7.073333333	1.5
8400	7.8	7.148333333	2.2
8403	9.1	7.728333333	3.1
8406	8.9	8.435	2
8409	7.7	7.39	1.6
8412	7.2	7.026666667	0.5
8415	5.5	5.523333333	0.1
8418	5	5.148333333	-0.1
8421	5.9	4.748333333	2
8424	7.7	5.833333333	2.4
8427	9.4	8.018333333	4.9
8430	9.2	9.053333333	3.5
8433	8.7	7.866666667	2
8436	8.1	7.328333333	1.5
8439	9.3	7.586666667	1.1
8442	13.3	10.88333333	0.3
8445	10.2	10.85	1.1
8448	9.8	9.31	1.3
8451	8.9	8.383333333	4.3
8454	8.5	8.346666667	3
8457	6.6	6.781666667	2.6
8460	6.5	5.636666667	2.8
8463	5	5.348333333	2
8466	4.8	4.531666667	3.1
8469	4.7	4.366666667	3.6
8472	4	4.16	4.1
8475	6.4	5.646666667	4.1
8478	8.1	7.098333333	4.2
8481	10.1	8.301666667	3.8
8484	11	9.785	2.8
8487	6.7	8.028333333	4
8490	7	6.461666667	4.5
8493	7.1	6.256666667	5.2
8496	5.6	4.993333333	6
8499	4.4	4.578333333	7.6
8502	3.9	4.1	8.5
8505	3.1	3.405	9
8508	2.9	2.46	9.1
8511	2.7	2.188333333	10.3
8514	2.2	1.915	7.4
8517	3.2	1.386666667	6.1
8520	2.3	2.003333333	4.3
8523	3.2	2.425	6.3
8526	3.1	2.535	5.1
8529	3.8	2.88	3.6
8532	4.5	3.668333333	3.1
8535	4.7	3.856666667	3.5
8538	4.8	4.033333333	3.5
8541	4.8	4.191666667	3.7
8544	4.7	4.515	4.2
8547	4.8	5.466666667	4.3
8550	4.8	5.72	3
8553	4.8	5.375	2.3
8556	5.4	5.358333333	2.8
8559	3.8	4.678333333	2.5
8562	3.1	3.221666667	2.5
8565	3.1	3.198333333	3.7
8568	1.8	2.833333333	5
8571	5.9	3.736666667	6
8574	7.5	6.321666667	6.3
8577	10.3	7.696666667	6.2
8580	12.6	10.52333333	6.2
8583	12.4	11.13166667	6.4
8586	11.7	11.27	8.4
8589	11.2	10.76666667	9.3
8592	12.3	11.20333333	9.8
8595	12.5	11.82833333	11
8598	12.5	11.815	11
8601	10.7	10.38	10.3
8604	8.3	9.518333333	10.5
8607	6.4	8.163333333	10.4
8610	7.5	6.781666667	10.1
8613	8.4	7.681666667	9.2
8616	6.6	6.356666667	9.2
8619	7.4	6.723333333	9.9
8622	8.6	8.001666667	10.7
8625	10.7	9.23	10.5
8628	12.4	10.665	9.8
8631	13.3	12.21166667	9.2
8634	9.2	9.293333333	8.1
8637	9.5	8.995	8.8
8640	9.3	8.51	10.1
8643	9.1	8.348333333	7.9
8646	5.8	5.95	7
8649	4.4	5.066666667	5.7
8652	3.8	4.266666667	7
8655	4.4	3.97	8.2
8658	4.2	4.576666667	6.5
8661	4.2	4.605	6
8664	1.9	2.283333333	5.8
8667	5.6	4.385	8.6
8670	3.9	4.366666667	6.1
8673	3	3.105	5.8
8676	1.7	1.45	5.9
